Day,L,M,S,SD4neg,SD3neg,SD2neg,SD1neg,SD0,SD1,SD2,SD3,SD4
278,1,45.0573,0.02792,40.025,41.283,42.541,43.799,45.057,46.315,47.573,48.831,50.089
279,1,45.0713,0.02791,40.04,41.297,42.555,43.813,45.071,46.329,47.587,48.845,50.103
280,1,45.0853,0.02791,40.052,41.31,42.569,43.827,45.085,46.344,47.602,48.86,50.119
281,1,45.0991,0.02791,40.064,41.323,42.582,43.84,45.099,46.358,47.617,48.875,50.134
282,1,45.1129,0.02791,40.076,41.336,42.595,43.854,45.113,46.372,47.631,48.89,50.149
283,1,45.1267,0.02791,40.089,41.348,42.608,43.867,45.127,46.386,47.646,48.905,50.165
284,1,45.1403,0.02791,40.101,41.361,42.621,43.88,45.14,46.4,47.66,48.92,50.18
285,1,45.1539,0.02791,40.113,41.373,42.633,43.894,45.154,46.414,47.674,48.935,50.195
286,1,45.1674,0.02791,40.125,41.386,42.646,43.907,45.167,46.428,47.689,48.949,50.21
287,1,45.1809,0.02791,40.137,41.398,42.659,43.92,45.181,46.442,47.703,48.964,50.225
288,1,45.1943,0.02791,40.149,41.41,42.672,43.933,45.194,46.456,47.717,48.978,50.24
289,1,45.2077,0.02791,40.161,41.422,42.684,43.946,45.208,46.469,47.731,48.993,50.255
290,1,45.2209,0.02791,40.172,41.435,42.697,43.959,45.221,46.483,47.745,49.007,50.269
291,1,45.2341,0.0279,40.186,41.448,42.71,43.972,45.234,46.496,47.758,49.02,50.282
292,1,45.2473,0.0279,40.198,41.46,42.723,43.985,45.247,46.51,47.772,49.034,50.297
293,1,45.2604,0.0279,40.209,41.472,42.735,43.998,45.26,46.523,47.786,49.049,50.311
294,1,45.2734,0.0279,40.221,41.484,42.747,44.01,45.273,46.537,47.8,49.063,50.326
295,1,45.2864,0.0279,40.232,41.496,42.759,44.023,45.286,46.55,47.813,49.077,50.34
296,1,45.2993,0.0279,40.244,41.508,42.772,44.035,45.299,46.563,47.827,49.091,50.355
297,1,45.3121,0.0279,40.255,41.519,42.784,44.048,45.312,46.576,47.841,49.105,50.369
298,1,45.3249,0.0279,40.267,41.531,42.796,44.06,45.325,46.589,47.854,49.119,50.383
299,1,45.3377,0.0279,40.278,41.543,42.808,44.073,45.338,46.603,47.868,49.132,50.397
300,1,45.3503,0.0279,40.289,41.554,42.82,44.085,45.35,46.616,47.881,49.146,50.411
301,1,45.3629,0.0279,40.3,41.566,42.832,44.097,45.363,46.629,47.894,49.16,50.425
302,1,45.3755,0.0279,40.312,41.578,42.844,44.11,45.376,46.641,47.907,49.173,50.439
303,1,45.388,0.0279,40.323,41.589,42.855,44.122,45.388,46.654,47.921,49.187,50.453
304,1,45.4004,0.0279,40.334,41.6,42.867,44.134,45.4,46.667,47.934,49.2,50.467
305,1,45.4128,0.0279,40.345,41.612,42.879,44.146,45.413,46.68,47.947,49.214,50.481
306,1,45.4251,0.0279,40.356,41.623,42.89,44.158,45.425,46.692,47.96,49.227,50.495
307,1,45.4374,0.02789,40.368,41.636,42.903,44.17,45.437,46.705,47.972,49.239,50.506
308,1,45.4496,0.02789,40.379,41.647,42.914,44.182,45.45,46.717,47.985,49.252,50.52
309,1,45.4618,0.02789,40.39,41.658,42.926,44.194,45.462,46.73,47.998,49.266,50.534
310,1,45.4739,0.02789,40.401,41.669,42.937,44.206,45.474,46.742,48.01,49.279,50.547
311,1,45.4859,0.02789,40.411,41.68,42.949,44.217,45.486,46.755,48.023,49.292,50.56
312,1,45.4979,0.02789,40.422,41.691,42.96,44.229,45.498,46.767,48.036,49.305,50.574
313,1,45.5098,0.02789,40.433,41.702,42.971,44.241,45.51,46.779,48.048,49.318,50.587
314,1,45.5217,0.02789,40.443,41.713,42.982,44.252,45.522,46.791,48.061,49.331,50.6
315,1,45.5336,0.02789,40.454,41.724,42.994,44.264,45.534,46.804,48.073,49.343,50.613
316,1,45.5453,0.02789,40.464,41.735,43.005,44.275,45.545,46.816,48.086,49.356,50.626
317,1,45.5571,0.02789,40.475,41.745,43.016,44.287,45.557,46.828,48.098,49.369,50.639
318,1,45.5687,0.02789,40.485,41.756,43.027,44.298,45.569,46.84,48.111,49.381,50.652
319,1,45.5803,0.02789,40.495,41.767,43.038,44.309,45.58,46.852,48.123,49.394,50.665
320,1,45.5919,0.02789,40.506,41.777,43.049,44.32,45.592,46.863,48.135,49.407,50.678
321,1,45.6034,0.02789,40.516,41.788,43.06,44.332,45.603,46.875,48.147,49.419,50.691
322,1,45.6149,0.02789,40.526,41.798,43.071,44.343,45.615,46.887,48.159,49.431,50.704
323,1,45.6263,0.02789,40.536,41.809,43.081,44.354,45.626,46.899,48.171,49.444,50.716
324,1,45.6376,0.02789,40.546,41.819,43.092,44.365,45.638,46.91,48.183,49.456,50.729
325,1,45.6489,0.02789,40.556,41.829,43.103,44.376,45.649,46.922,48.195,49.468,50.741
326,1,45.6602,0.02789,40.566,41.84,43.113,44.387,45.66,46.934,48.207,49.481,50.754
327,1,45.6714,0.02789,40.576,41.85,43.124,44.398,45.671,46.945,48.219,49.493,50.767
328,1,45.6826,0.02789,40.586,41.86,43.134,44.409,45.683,46.957,48.231,49.505,50.779
329,1,45.6937,0.02789,40.596,41.871,43.145,44.419,45.694,46.968,48.242,49.517,50.791
330,1,45.7047,0.02789,40.606,41.881,43.155,44.43,45.705,46.979,48.254,49.529,50.804
331,1,45.7158,0.02789,40.616,41.891,43.166,44.441,45.716,46.991,48.266,49.541,50.816
332,1,45.7267,0.02789,40.625,41.901,43.176,44.451,45.727,47.002,48.277,49.553,50.828
333,1,45.7376,0.02789,40.635,41.911,43.186,44.462,45.738,47.013,48.289,49.564,50.84
334,1,45.7485,0.02789,40.645,41.921,43.197,44.473,45.748,47.024,48.3,49.576,50.852
335,1,45.7593,0.02789,40.654,41.931,43.207,44.483,45.759,47.036,48.312,49.588,50.864
336,1,45.7701,0.02789,40.664,41.941,43.217,44.494,45.77,47.047,48.323,49.6,50.876
337,1,45.7808,0.02789,40.673,41.95,43.227,44.504,45.781,47.058,48.334,49.611,50.888
338,1,45.7915,0.02789,40.683,41.96,43.237,44.514,45.792,47.069,48.346,49.623,50.9
339,1,45.8022,0.02789,40.693,41.97,43.247,44.525,45.802,47.08,48.357,49.634,50.912
340,1,45.8128,0.02789,40.702,41.98,43.257,44.535,45.813,47.091,48.368,49.646,50.924
341,1,45.8233,0.02788,40.713,41.991,43.268,44.546,45.823,47.101,48.378,49.656,50.934
342,1,45.8338,0.02788,40.722,42.0,43.278,44.556,45.834,47.112,48.389,49.667,50.945
343,1,45.8443,0.02788,40.732,42.01,43.288,44.566,45.844,47.122,48.401,49.679,50.957
344,1,45.8547,0.02788,40.741,42.019,43.298,44.576,45.855,47.133,48.412,49.69,50.968
345,1,45.8651,0.02788,40.75,42.029,43.308,44.586,45.865,47.144,48.423,49.701,50.98
346,1,45.8754,0.02788,40.759,42.038,43.317,44.596,45.875,47.154,48.433,49.712,50.991
347,1,45.8857,0.02788,40.769,42.048,43.327,44.606,45.886,47.165,48.444,49.724,51.003
348,1,45.8959,0.02788,40.778,42.057,43.337,44.616,45.896,47.175,48.455,49.735,51.014
349,1,45.9061,0.02788,40.787,42.067,43.346,44.626,45.906,47.186,48.466,49.746,51.026
350,1,45.9163,0.02788,40.796,42.076,43.356,44.636,45.916,47.196,48.477,49.757,51.037
351,1,45.9264,0.02788,40.805,42.085,43.366,44.646,45.926,47.207,48.487,49.768,51.048
352,1,45.9364,0.02788,40.814,42.094,43.375,44.656,45.936,47.217,48.498,49.779,51.059
353,1,45.9465,0.02788,40.823,42.104,43.385,44.666,45.946,47.227,48.508,49.789,51.07
354,1,45.9565,0.02788,40.831,42.113,43.394,44.675,45.956,47.238,48.519,49.8,51.082
355,1,45.9664,0.02788,40.84,42.122,43.403,44.685,45.966,47.248,48.529,49.811,51.093
356,1,45.9763,0.02788,40.849,42.131,43.413,44.694,45.976,47.258,48.54,49.822,51.104
357,1,45.9862,0.02788,40.858,42.14,43.422,44.704,45.986,47.268,48.55,49.832,51.115
358,1,45.996,0.02788,40.867,42.149,43.431,44.714,45.996,47.278,48.561,49.843,51.125
359,1,46.0058,0.02788,40.875,42.158,43.441,44.723,46.006,47.288,48.571,49.854,51.136
360,1,46.0155,0.02788,40.884,42.167,43.45,44.733,46.016,47.298,48.581,49.864,51.147
361,1,46.0252,0.02788,40.892,42.176,43.459,44.742,46.025,47.308,48.592,49.875,51.158
362,1,46.0349,0.02789,40.899,42.183,43.467,44.751,46.035,47.319,48.603,49.887,51.171
363,1,46.0445,0.02789,40.908,42.192,43.476,44.76,46.044,47.329,48.613,49.897,51.181
364,1,46.0541,0.02789,40.916,42.201,43.485,44.77,46.054,47.339,48.623,49.907,51.192
365,1,46.0637,0.02789,40.925,42.21,43.494,44.779,46.064,47.348,48.633,49.918,51.203
366,1,46.0732,0.02789,40.933,42.218,43.503,44.788,46.073,47.358,48.643,49.928,51.213
367,1,46.0827,0.02789,40.942,42.227,43.512,44.797,46.083,47.368,48.653,49.938,51.224
368,1,46.0921,0.02789,40.95,42.236,43.521,44.807,46.092,47.378,48.663,49.949,51.234
369,1,46.1015,0.02789,40.958,42.244,43.53,44.816,46.102,47.387,48.673,49.959,51.245
370,1,46.1109,0.02789,40.967,42.253,43.539,44.825,46.111,47.397,48.683,49.969,51.255
371,1,46.1202,0.02789,40.975,42.261,43.548,44.834,46.12,47.406,48.693,49.979,51.265
372,1,46.1295,0.02789,40.983,42.27,43.556,44.843,46.13,47.416,48.703,49.989,51.276
373,1,46.1387,0.02789,40.991,42.278,43.565,44.852,46.139,47.426,48.712,49.999,51.286
374,1,46.148,0.02789,41.0,42.287,43.574,44.861,46.148,47.435,48.722,50.009,51.296
375,1,46.1572,0.02789,41.008,42.295,43.583,44.87,46.157,47.445,48.732,50.019,51.306
376,1,46.1663,0.02789,41.016,42.304,43.591,44.879,46.166,47.454,48.741,50.029,51.317
377,1,46.1754,0.02789,41.024,42.312,43.6,44.888,46.175,47.463,48.751,50.039,51.327
378,1,46.1845,0.02789,41.032,42.32,43.608,44.896,46.184,47.473,48.761,50.049,51.337
379,1,46.1935,0.02789,41.04,42.328,43.617,44.905,46.194,47.482,48.77,50.059,51.347
380,1,46.2025,0.02789,41.048,42.337,43.625,44.914,46.202,47.491,48.78,50.068,51.357
381,1,46.2115,0.02789,41.056,42.345,43.634,44.923,46.212,47.5,48.789,50.078,51.367
382,1,46.2204,0.02789,41.064,42.353,43.642,44.931,46.22,47.509,48.799,50.088,51.377
383,1,46.2294,0.02789,41.072,42.361,43.651,44.94,46.229,47.519,48.808,50.097,51.387
384,1,46.2382,0.02789,41.08,42.369,43.659,44.949,46.238,47.528,48.817,50.107,51.397
385,1,46.2471,0.02789,41.088,42.378,43.667,44.957,46.247,47.537,48.827,50.117,51.406
386,1,46.2559,0.02789,41.096,42.386,43.676,44.966,46.256,47.546,48.836,50.126,51.416
387,1,46.2646,0.02789,41.103,42.394,43.684,44.974,46.265,47.555,48.845,50.136,51.426
388,1,46.2734,0.02789,41.111,42.402,43.692,44.983,46.273,47.564,48.855,50.145,51.436
389,1,46.2821,0.02789,41.119,42.41,43.7,44.991,46.282,47.573,48.864,50.155,51.445
390,1,46.2908,0.02789,41.127,42.418,43.709,45.0,46.291,47.582,48.873,50.164,51.455
391,1,46.2994,0.02789,41.134,42.426,43.717,45.008,46.299,47.591,48.882,50.173,51.465
392,1,46.308,0.02789,41.142,42.433,43.725,45.016,46.308,47.6,48.891,50.183,51.474
393,1,46.3166,0.02789,41.15,42.441,43.733,45.025,46.317,47.608,48.9,50.192,51.484
394,1,46.3251,0.02789,41.157,42.449,43.741,45.033,46.325,47.617,48.909,50.201,51.493
395,1,46.3337,0.02789,41.165,42.457,43.749,45.041,46.334,47.626,48.918,50.21,51.503
396,1,46.3421,0.02789,41.172,42.465,43.757,45.05,46.342,47.635,48.927,50.22,51.512
397,1,46.3506,0.02789,41.18,42.472,43.765,45.058,46.351,47.643,48.936,50.229,51.521
398,1,46.359,0.02789,41.187,42.48,43.773,45.066,46.359,47.652,48.945,50.238,51.531
399,1,46.3674,0.02789,41.195,42.488,43.781,45.074,46.367,47.661,48.954,50.247,51.54
400,1,46.3758,0.02789,41.202,42.496,43.789,45.082,46.376,47.669,48.963,50.256,51.549
401,1,46.3841,0.02789,41.209,42.503,43.797,45.09,46.384,47.678,48.971,50.265,51.559
402,1,46.3924,0.0279,41.215,42.509,43.804,45.098,46.392,47.687,48.981,50.275,51.57
403,1,46.4007,0.0279,41.222,42.517,43.812,45.106,46.401,47.695,48.99,50.284,51.579
404,1,46.409,0.0279,41.23,42.525,43.819,45.114,46.409,47.704,48.999,50.293,51.588
405,1,46.4172,0.0279,41.237,42.532,43.827,45.122,46.417,47.712,49.007,50.302,51.597
406,1,46.4254,0.0279,41.244,42.54,43.835,45.13,46.425,47.721,49.016,50.311,51.606
407,1,46.4335,0.0279,41.252,42.547,43.843,45.138,46.434,47.729,49.024,50.32,51.615
408,1,46.4417,0.0279,41.259,42.555,43.85,45.146,46.442,47.737,49.033,50.329,51.625
409,1,46.4498,0.0279,41.266,42.562,43.858,45.154,46.45,47.746,49.042,50.338,51.634
410,1,46.4578,0.0279,41.273,42.569,43.865,45.162,46.458,47.754,49.05,50.346,51.642
411,1,46.4659,0.0279,41.28,42.577,43.873,45.17,46.466,47.762,49.059,50.355,51.651
412,1,46.4739,0.0279,41.287,42.584,43.881,45.177,46.474,47.771,49.067,50.364,51.66
413,1,46.4819,0.0279,41.295,42.591,43.888,45.185,46.482,47.779,49.076,50.372,51.669
414,1,46.4899,0.0279,41.302,42.599,43.896,45.193,46.49,47.787,49.084,50.381,51.678
415,1,46.4978,0.0279,41.309,42.606,43.903,45.201,46.498,47.795,49.092,50.39,51.687
416,1,46.5057,0.0279,41.316,42.613,43.911,45.208,46.506,47.803,49.101,50.398,51.696
417,1,46.5136,0.0279,41.323,42.62,43.918,45.216,46.514,47.811,49.109,50.407,51.705
418,1,46.5215,0.0279,41.33,42.628,43.926,45.224,46.522,47.819,49.117,50.415,51.713
419,1,46.5293,0.0279,41.337,42.635,43.933,45.231,46.529,47.827,49.126,50.424,51.722
420,1,46.5371,0.0279,41.344,42.642,43.94,45.239,46.537,47.835,49.134,50.432,51.731
421,1,46.5449,0.0279,41.35,42.649,43.948,45.246,46.545,47.844,49.142,50.441,51.739
422,1,46.5527,0.0279,41.357,42.656,43.955,45.254,46.553,47.852,49.15,50.449,51.748
423,1,46.5604,0.0279,41.364,42.663,43.962,45.261,46.56,47.859,49.158,50.458,51.757
424,1,46.5681,0.0279,41.371,42.67,43.97,45.269,46.568,47.867,49.167,50.466,51.765
425,1,46.5758,0.02791,41.376,42.676,43.976,45.276,46.576,47.876,49.176,50.476,51.776
426,1,46.5834,0.02791,41.383,42.683,43.983,45.283,46.583,47.884,49.184,50.484,51.784
427,1,46.591,0.02791,41.39,42.69,43.99,45.291,46.591,47.891,49.192,50.492,51.792
428,1,46.5987,0.02791,41.396,42.697,43.998,45.298,46.599,47.899,49.2,50.5,51.801
429,1,46.6062,0.02791,41.403,42.704,44.005,45.305,46.606,47.907,49.208,50.509,51.809
430,1,46.6138,0.02791,41.41,42.711,44.012,45.313,46.614,47.915,49.216,50.517,51.818
431,1,46.6213,0.02791,41.416,42.718,44.019,45.32,46.621,47.923,49.224,50.525,51.826
432,1,46.6288,0.02791,41.423,42.725,44.026,45.327,46.629,47.93,49.232,50.533,51.834
433,1,46.6363,0.02791,41.43,42.731,44.033,45.335,46.636,47.938,49.24,50.541,51.843
434,1,46.6438,0.02791,41.436,42.738,44.04,45.342,46.644,47.946,49.247,50.549,51.851
435,1,46.6512,0.02791,41.443,42.745,44.047,45.349,46.651,47.953,49.255,50.557,51.859
436,1,46.6586,0.02791,41.45,42.752,44.054,45.356,46.659,47.961,49.263,50.565,51.868
437,1,46.666,0.02791,41.456,42.759,44.061,45.364,46.666,47.968,49.271,50.573,51.876
438,1,46.6734,0.02791,41.463,42.765,44.068,45.371,46.673,47.976,49.279,50.581,51.884
439,1,46.6807,0.02791,41.469,42.772,44.075,45.378,46.681,47.984,49.286,50.589,51.892
440,1,46.688,0.02791,41.476,42.779,44.082,45.385,46.688,47.991,49.294,50.597,51.9
441,1,46.6953,0.02791,41.482,42.786,44.089,45.392,46.695,47.999,49.302,50.605,51.908
442,1,46.7026,0.02791,41.489,42.792,44.096,45.399,46.703,48.006,49.31,50.613,51.916
443,1,46.7098,0.02792,41.493,42.797,44.102,45.406,46.71,48.014,49.318,50.622,51.926
444,1,46.7171,0.02792,41.5,42.804,44.108,45.413,46.717,48.021,49.326,50.63,51.934
445,1,46.7243,0.02792,41.506,42.811,44.115,45.42,46.724,48.029,49.333,50.638,51.942
446,1,46.7314,0.02792,41.512,42.817,44.122,45.427,46.731,48.036,49.341,50.646,51.95
447,1,46.7386,0.02792,41.519,42.824,44.129,45.434,46.739,48.044,49.348,50.653,51.958
448,1,46.7457,0.02792,41.525,42.83,44.135,45.441,46.746,48.051,49.356,50.661,51.966
449,1,46.7529,0.02792,41.532,42.837,44.142,45.448,46.753,48.058,49.364,50.669,51.974
450,1,46.76,0.02792,41.538,42.843,44.149,45.454,46.76,48.066,49.371,50.677,51.982
451,1,46.767,0.02792,41.544,42.85,44.156,45.461,46.767,48.073,49.378,50.684,51.99
452,1,46.7741,0.02792,41.55,42.856,44.162,45.468,46.774,48.08,49.386,50.692,51.998
453,1,46.7811,0.02792,41.557,42.863,44.169,45.475,46.781,48.087,49.393,50.699,52.006
454,1,46.7881,0.02792,41.563,42.869,44.175,45.482,46.788,48.094,49.401,50.707,52.013
455,1,46.7951,0.02792,41.569,42.876,44.182,45.489,46.795,48.102,49.408,50.715,52.021
456,1,46.8021,0.02792,41.575,42.882,44.189,45.495,46.802,48.109,49.416,50.722,52.029
457,1,46.809,0.02792,41.581,42.888,44.195,45.502,46.809,48.116,49.423,50.73,52.037
458,1,46.816,0.02792,41.588,42.895,44.202,45.509,46.816,48.123,49.43,50.737,52.044
459,1,46.8229,0.02793,41.592,42.9,44.207,45.515,46.823,48.131,49.438,50.746,52.054
460,1,46.8298,0.02793,41.598,42.906,44.214,45.522,46.83,48.138,49.446,50.754,52.062
461,1,46.8366,0.02793,41.604,42.912,44.22,45.528,46.837,48.145,49.453,50.761,52.069
462,1,46.8435,0.02793,41.61,42.918,44.227,45.535,46.844,48.152,49.46,50.769,52.077
463,1,46.8503,0.02793,41.616,42.925,44.233,45.542,46.85,48.159,49.467,50.776,52.084
464,1,46.8571,0.02793,41.622,42.931,44.24,45.548,46.857,48.166,49.475,50.783,52.092
465,1,46.8639,0.02793,41.628,42.937,44.246,45.555,46.864,48.173,49.482,50.791,52.1
466,1,46.8707,0.02793,41.634,42.943,44.253,45.562,46.871,48.18,49.489,50.798,52.107
467,1,46.8775,0.02793,41.64,42.95,44.259,45.568,46.878,48.187,49.496,50.805,52.115
468,1,46.8842,0.02793,41.646,42.956,44.265,45.575,46.884,48.194,49.503,50.813,52.122
469,1,46.8909,0.02793,41.652,42.962,44.272,45.581,46.891,48.201,49.51,50.82,52.13
470,1,46.8976,0.02793,41.658,42.968,44.278,45.588,46.898,48.207,49.517,50.827,52.137
471,1,46.9043,0.02793,41.664,42.974,44.284,45.594,46.904,48.214,49.524,50.834,52.144
472,1,46.911,0.02793,41.67,42.98,44.291,45.601,46.911,48.221,49.531,50.842,52.152
473,1,46.9176,0.02794,41.674,42.985,44.296,45.607,46.918,48.228,49.539,50.85,52.161
474,1,46.9242,0.02794,41.68,42.991,44.302,45.613,46.924,48.235,49.546,50.857,52.168
475,1,46.9308,0.02794,41.686,42.997,44.308,45.62,46.931,48.242,49.553,50.865,52.176
476,1,46.9374,0.02794,41.692,43.003,44.315,45.626,46.937,48.249,49.56,50.872,52.183
477,1,46.944,0.02794,41.698,43.009,44.321,45.632,46.944,48.256,49.567,50.879,52.19
478,1,46.9505,0.02794,41.703,43.015,44.327,45.639,46.95,48.262,49.574,50.886,52.198
479,1,46.9571,0.02794,41.709,43.021,44.333,45.645,46.957,48.269,49.581,50.893,52.205
480,1,46.9636,0.02794,41.715,43.027,44.339,45.651,46.964,48.276,49.588,50.9,52.212
481,1,46.9701,0.02794,41.721,43.033,44.345,45.658,46.97,48.282,49.595,50.907,52.219
482,1,46.9766,0.02794,41.726,43.039,44.352,45.664,46.977,48.289,49.602,50.914,52.227
483,1,46.9831,0.02794,41.732,43.045,44.358,45.67,46.983,48.296,49.609,50.921,52.234
484,1,46.9895,0.02794,41.738,43.051,44.364,45.677,46.99,48.302,49.615,50.928,52.241
485,1,46.996,0.02794,41.744,43.057,44.37,45.683,46.996,48.309,49.622,50.935,52.248
486,1,47.0024,0.02795,41.748,43.061,44.375,45.689,47.002,48.316,49.63,50.944,52.257
487,1,47.0088,0.02795,41.753,43.067,44.381,45.695,47.009,48.323,49.637,50.95,52.264
488,1,47.0152,0.02795,41.759,43.073,44.387,45.701,47.015,48.329,49.643,50.957,52.271
489,1,47.0215,0.02795,41.764,43.079,44.393,45.707,47.022,48.336,49.65,50.964,52.279
490,1,47.0279,0.02795,41.77,43.085,44.399,45.713,47.028,48.342,49.657,50.971,52.286
491,1,47.0342,0.02795,41.776,43.09,44.405,45.72,47.034,48.349,49.663,50.978,52.293
492,1,47.0405,0.02795,41.781,43.096,44.411,45.726,47.04,48.355,49.67,50.985,52.3
493,1,47.0468,0.02795,41.787,43.102,44.417,45.732,47.047,48.362,49.677,50.992,52.307
494,1,47.0531,0.02795,41.793,43.108,44.423,45.738,47.053,48.368,49.683,50.999,52.314
495,1,47.0594,0.02795,41.798,43.113,44.429,45.744,47.059,48.375,49.69,51.005,52.321
496,1,47.0657,0.02795,41.804,43.119,44.435,45.75,47.066,48.381,49.697,51.012,52.328
497,1,47.0719,0.02795,41.809,43.125,44.441,45.756,47.072,48.388,49.703,51.019,52.335
498,1,47.0781,0.02795,41.815,43.131,44.446,45.762,47.078,48.394,49.71,51.026,52.341
499,1,47.0843,0.02796,41.818,43.135,44.451,45.768,47.084,48.401,49.717,51.034,52.35
500,1,47.0905,0.02796,41.824,43.141,44.457,45.774,47.09,48.407,49.724,51.04,52.357
501,1,47.0967,0.02796,41.829,43.146,44.463,45.78,47.097,48.414,49.73,51.047,52.364
502,1,47.1029,0.02796,41.835,43.152,44.469,45.786,47.103,48.42,49.737,51.054,52.371
503,1,47.109,0.02796,41.84,43.157,44.475,45.792,47.109,48.426,49.743,51.061,52.378
504,1,47.1152,0.02796,41.846,43.163,44.481,45.798,47.115,48.433,49.75,51.067,52.385
505,1,47.1213,0.02796,41.851,43.169,44.486,45.804,47.121,48.439,49.756,51.074,52.391
506,1,47.1274,0.02796,41.857,43.174,44.492,45.81,47.127,48.445,49.763,51.08,52.398
507,1,47.1335,0.02796,41.862,43.18,44.498,45.816,47.134,48.451,49.769,51.087,52.405
508,1,47.1396,0.02796,41.868,43.186,44.504,45.822,47.14,48.458,49.776,51.094,52.412
509,1,47.1456,0.02796,41.873,43.191,44.509,45.827,47.146,48.464,49.782,51.1,52.418
510,1,47.1517,0.02796,41.878,43.197,44.515,45.833,47.152,48.47,49.788,51.107,52.425
511,1,47.1577,0.02797,41.882,43.201,44.52,45.839,47.158,48.477,49.796,51.115,52.434
512,1,47.1637,0.02797,41.887,43.206,44.525,45.845,47.164,48.483,49.802,51.121,52.44
513,1,47.1697,0.02797,41.892,43.212,44.531,45.85,47.17,48.489,49.808,51.128,52.447
514,1,47.1757,0.02797,41.898,43.217,44.537,45.856,47.176,48.495,49.815,51.134,52.454
515,1,47.1817,0.02797,41.903,43.223,44.542,45.862,47.182,48.501,49.821,51.141,52.46
516,1,47.1877,0.02797,41.908,43.228,44.548,45.868,47.188,48.508,49.827,51.147,52.467
517,1,47.1936,0.02797,41.914,43.234,44.554,45.874,47.194,48.514,49.834,51.154,52.474
518,1,47.1995,0.02797,41.919,43.239,44.559,45.879,47.2,48.52,49.84,51.16,52.48
519,1,47.2055,0.02797,41.924,43.244,44.565,45.885,47.206,48.526,49.846,51.167,52.487
520,1,47.2114,0.02797,41.929,43.25,44.57,45.891,47.211,48.532,49.852,51.173,52.493
521,1,47.2173,0.02797,41.935,43.255,44.576,45.897,47.217,48.538,49.859,51.179,52.5
522,1,47.2232,0.02797,41.94,43.261,44.582,45.902,47.223,48.544,49.865,51.186,52.507
523,1,47.229,0.02798,41.943,43.265,44.586,45.908,47.229,48.55,49.872,51.193,52.515
524,1,47.2349,0.02798,41.948,43.27,44.592,45.913,47.235,48.557,49.878,51.2,52.521
525,1,47.2407,0.02798,41.954,43.275,44.597,45.919,47.241,48.562,49.884,51.206,52.528
526,1,47.2466,0.02798,41.959,43.281,44.603,45.925,47.247,48.569,49.891,51.212,52.534
527,1,47.2524,0.02798,41.964,43.286,44.608,45.93,47.252,48.575,49.897,51.219,52.541
528,1,47.2582,0.02798,41.969,43.291,44.614,45.936,47.258,48.58,49.903,51.225,52.547
529,1,47.264,0.02798,41.974,43.297,44.619,45.942,47.264,48.586,49.909,51.231,52.554
530,1,47.2698,0.02798,41.979,43.302,44.625,45.947,47.27,48.592,49.915,51.238,52.56
531,1,47.2755,0.02798,41.984,43.307,44.63,45.953,47.276,48.598,49.921,51.244,52.567
532,1,47.2813,0.02798,41.99,43.313,44.635,45.958,47.281,48.604,49.927,51.25,52.573
533,1,47.287,0.02798,41.995,43.318,44.641,45.964,47.287,48.61,49.933,51.256,52.579
534,1,47.2928,0.02799,41.998,43.322,44.645,45.969,47.293,48.617,49.94,51.264,52.588
535,1,47.2985,0.02799,42.003,43.327,44.651,45.975,47.298,48.622,49.946,51.27,52.594
536,1,47.3042,0.02799,42.008,43.332,44.656,45.98,47.304,48.628,49.952,51.276,52.6
537,1,47.3099,0.02799,42.013,43.337,44.661,45.986,47.31,48.634,49.958,51.283,52.607
538,1,47.3156,0.02799,42.018,43.343,44.667,45.991,47.316,48.64,49.964,51.289,52.613
539,1,47.3213,0.02799,42.023,43.348,44.672,45.997,47.321,48.646,49.97,51.295,52.619
540,1,47.3269,0.02799,42.028,43.353,44.678,46.002,47.327,48.652,49.976,51.301,52.626
541,1,47.3326,0.02799,42.033,43.358,44.683,46.008,47.333,48.657,49.982,51.307,52.632
542,1,47.3382,0.02799,42.038,43.363,44.688,46.013,47.338,48.663,49.988,51.313,52.638
543,1,47.3438,0.02799,42.043,43.368,44.693,46.019,47.344,48.669,49.994,51.319,52.644
544,1,47.3494,0.028,42.046,43.372,44.698,46.024,47.349,48.675,50.001,51.327,52.653
545,1,47.3551,0.028,42.051,43.377,44.703,46.029,47.355,48.681,50.007,51.333,52.659
546,1,47.3606,0.028,42.056,43.382,44.708,46.035,47.361,48.687,50.013,51.339,52.665
547,1,47.3662,0.028,42.061,43.387,44.714,46.04,47.366,48.692,50.019,51.345,52.671
548,1,47.3718,0.028,42.066,43.393,44.719,46.045,47.372,48.698,50.025,51.351,52.677
549,1,47.3774,0.028,42.071,43.398,44.724,46.051,47.377,48.704,50.031,51.357,52.684
550,1,47.3829,0.028,42.076,43.403,44.729,46.056,47.383,48.71,50.036,51.363,52.69
551,1,47.3884,0.028,42.081,43.408,44.735,46.062,47.388,48.715,50.042,51.369,52.696
552,1,47.394,0.028,42.086,43.413,44.74,46.067,47.394,48.721,50.048,51.375,52.702
553,1,47.3995,0.028,42.091,43.418,44.745,46.072,47.4,48.727,50.054,51.381,52.708
554,1,47.405,0.028,42.096,43.423,44.75,46.078,47.405,48.732,50.06,51.387,52.714
555,1,47.4105,0.02801,42.099,43.427,44.755,46.083,47.41,48.738,50.066,51.394,52.722
556,1,47.416,0.02801,42.104,43.432,44.76,46.088,47.416,48.744,50.072,51.4,52.728
